Date,Open,High,Low,Close,Volume,Ticker
2025-08-27,206.2756410923181,209.3828645197921,206.20569628356685,208.02407836914062,15249000,GOOG
2025-08-28,207.6543902459798,212.70986910562976,207.4146143286289,212.1803436279297,20915700,GOOG
2025-08-29,211.08133343259135,215.14769086553312,210.78159829310974,213.3393096923828,24682200,GOOG
2025-09-02,208.80338386353435,212.17936432543956,206.77519781054198,211.8007049560547,28900100,GOOG
2025-09-03,226.27774633104264,231.59300282388122,224.91896021781164,230.8936309814453,72250300,GOOG
2025-09-04,229.94947205835598,232.56214237085004,226.55749949973745,232.45223999023438,32196000,GOOG
2025-09-05,232.4522383723282,235.9191408833356,232.17248963182874,234.95999145507812,26127700,GOOG
2025-09-08,235.7899932861328,238.39999389648438,233.72999572753906,234.16000366210938,23128800,GOOG
2025-09-09,234.19000244140625,240.58999633789062,233.3800048828125,239.94000244140625,22854800,GOOG
2025-09-10,239.25,242.0800018310547,238.11000061035156,239.55999755859375,19990100,GOOG
2025-09-11,240.13999938964844,242.57000732421875,236.5800018310547,240.77999877929688,21308600,GOOG
2025-09-12,240.8000030517578,242.42300415039062,238.5,241.3800048828125,14536600,GOOG
2025-09-15,245.13999938964844,252.75,244.97999572753906,251.75999450683594,29935200,GOOG
2025-09-16,252.3300018310547,253.22999572753906,249.71499633789062,251.4199981689453,24493500,GOOG
2025-09-17,251.4600067138672,251.9499969482422,246.5800018310547,249.85000610351562,20491300,GOOG
2025-09-18,251.86000061035156,254.13999938964844,250.11000061035156,252.3300018310547,21166400,GOOG
2025-09-19,253.39999389648438,256.70001220703125,252.0679931640625,255.24000549316406,41616800,GOOG
2025-09-22,254.77999877929688,256.30999755859375,250.80999755859375,252.8800048828125,20079000,GOOG
2025-09-23,253.65499877929688,254.77000427246094,251.08999633789062,252.33999633789062,17521100,GOOG
2025-09-24,252.14999389648438,252.9600067138672,247.22000122070312,247.8300018310547,16958500,GOOG
2025-09-25,244.83999633789062,247.31500244140625,241.64999389648438,246.57000732421875,17379800,GOOG
2025-09-26,247.78500366210938,250.1199951171875,246.63999938964844,247.17999267578125,16594600,GOOG
2025-09-29,248.27499389648438,251.6479949951172,243.1999969482422,244.36000061035156,23157200,GOOG
2025-09-30,243.05999755859375,243.6750030517578,239.5709991455078,243.5500030517578,22541200,GOOG
